date,section_name,headline,abstract,lead_paragraph,keywords,word_count
2021-07-01,Movies,‘No. 7 Cherry Lane’ Review: A Heady Daydream in 1967 Hong Kong,This nostalgic animated film follows a taboo love triangle.,"As sumptuous as it is odd, “No. 7 Cherry Lane” is an exercise in harnessing nostalgia for innovation. The first animated film from the director Yonfan is a deeply eccentric chronicle of a forbidden affair in 1960s Hong Kong, as the spirit of Mao Zedong’s anti-imperialist, communist revolution arrives in what was still a British colony. Fan Ziming, a beguiling English literature student, becomes embroiled in a knotty love triangle between Mrs. Yu, a divorced Taiwanese exile and former revolutionary who now deals in luxury goods, and her daughter Meiling, a nubile 18-year-old student taking English lessons from Ziming.",['Movies'],403
2021-07-01,U.S.,"Anheuser-Busch still plans to offer free beer, via gift card, during the July 4 weekend.",The White House recently acknowledged that President Biden did not expect to meet his self-imposed deadline of 70 percent of U.S. adults at least partly vaccinated by July 4.,"Although the White House recently acknowledged that President Biden did not expect to meet his self-imposed deadline of 70 percent of U.S. adults at least partly vaccinated by July 4, Anheuser-Busch still plans to offer to buy much of the United States a beer.","['Independence Day (US) (July 4)', 'Vaccination and Immunization', 'Beer', 'Coronavirus (2019-nCoV)']",371
2021-07-01,U.S.,Coronavirus Briefing: What Happened Today,Our colleague in Auckland describes her lockdown whiplash.,"Countries across the Asia-Pacific region — including Australia, Malaysia, Indonesia, Hong Kong and Bangladesh — are scrambling to slow the spread of the Delta variant. Many governments are reimposing restrictions. For societies that had just begun to reopen, it’s a jarring reminder that the pandemic is far from over.","['Disease Rates', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Shortages']",1271
2021-07-01,Opinion,The Supreme Court Is Putting Democracy at Risk,"After Thursday’s rulings, there are fewer and fewer tools with which to fight voter suppression.","In two disturbing rulings closing out the Supreme Court’s term, the court’s six-justice conservative majority, over the loud protests of its three-liberal minority, has shown itself hostile to American democracy.","['Voter Fraud (Election Fraud)', 'Voter Registration and Requirements', 'Voting Rights Act (1965)', 'Law and Legislation', 'Campaign Finance', 'United States Politics and Government', 'Absentee Voting', 'Nonprofit Organizations']",1485
2021-07-01,Opinion,"At Notre Dame, We Believe ‘Student’ Should Come First in ‘Student-Athlete’","Education has to be the top priority, says University of Notre Dame president John I. Jenkins.","We college presidents have learned to tread lightly when it comes to the passions of alumni and other fans for our athletic teams, whether it is one competing for a national championship or a less heralded group playing a rivalry game.","['Student Athlete Compensation', 'Colleges and Universities', 'Scholarships and Fellowships', 'College Athletics']",1211
2021-07-01,U.S.,Heat-Related Death Toll Climbs to Nearly 100 in Washington State and Oregon,"The heat wave in parts of the Pacific Northwest played a role in the deaths of dozens of people, some of whom lived alone.","PORTLAND, Ore. — The heat took Sebastian Francisco Perez, 38, as the Guatemalan-born farmworker moved irrigation lines in a field in Marion County, Ore., on Saturday in record temperatures that soared to 104 degrees.","['Heatstroke', 'Deaths (Fatalities)', 'Heat and Heat Waves']",1201
2021-07-01,U.S.,Britney Spears’s case leads 2 senators to question the country’s conservatorship systems.,The move could signal the beginning of a legislative effort to overhaul the system.,"Democratic Senators Elizabeth Warren and Bob Casey are calling on federal agencies to increase oversight of the country’s conservatorship systems, following testimony from the pop star Britney Spears that she had been abused under her conservatorship.","['United States Politics and Government', 'Wills and Estates', 'Elder Abuse']",517
2021-07-01,U.S.,Legal Threats Hover Over Trump as He Hints at a 2024 Bid,"As the former president weighs another run for the White House, he’s confronting various investigations and lawsuits. Here’s a rundown.","Donald Trump hit the campaign trail again last weekend, and he certainly seemed happy to be back in the spotlight. He bashed President Biden and undocumented immigrants, repeated his false claims of a stolen 2020 election, and hinted at a possible run for the presidency again in 2024.","['Suits and Litigation (Civil)', 'United States Politics and Government', 'Presidential Election of 2024', 'Federal Taxes (US)', 'Tax Evasion']",1117
2021-07-01,Arts,"Louis Andriessen, Lionized Composer With Radical Roots, Dies at 82","After challenging the Dutch musical establishment as a young man, he went on to write a series of large and loud symphonic works that grappled with big ideas.","Louis Andriessen, who as a young iconoclast disrupted the Dutch classical music scene before becoming one of Europe’s most important postwar composers with a series of large-scale, often brash works, died on Thursday in Weesp, the Netherlands. He was 82. ","['Music', 'Classical Music', 'Deaths (Obituaries)']",1125
2021-07-01,Arts,How Much Watching Time Do You Have This Weekend?,There’s a chill show for preschoolers and a jewelry-making competition series. Or is it just time to watch “Hannibal”?,"Every Monday and Friday, Margaret offers hyper-specific viewing recommendations in our Watching newsletter. Read her latest picks below, and sign up for the Watching newsletter here.",['Television'],391
2021-07-01,New York,What We Know About the Trump Organization Indictment,"Charges against the former president’s company and a top executive, explained.","The Manhattan district attorney’s office on Thursday announced criminal charges against Donald J. Trump’s family business, the Trump Organization, as well as its chief financial officer, Allen H. Weisselberg.","['United States Politics and Government', 'Trump Tax Returns', 'Tax Evasion', 'Income Tax', 'Corporate Taxes', 'Frauds and Swindling']",1503
2021-07-01,Sports,Hal Steinbrenner Wants to See This Yankees Season Through,"Steinbrenner, the team’s managing general partner, is “frustrated” with a fourth-place showing but said he wouldn’t have the kind of “knee-jerk reaction” his father might have.","It has been an irresistible impulse for more than a decade. Whenever things go wrong for the Yankees, the same tired question comes up. It is more like a rhetorical plea, really, both pointed and pointless:","['Baseball', 'Content Type: Personal Profile', 'Coaches and Managers', 'Appointments and Executive Changes']",1091
2021-07-01,U.S.,"Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says","The number of cases of online sex exploitation, including of children, appeared to skyrocket last year as people spent more time on computers.","WASHINGTON — Predators worldwide took advantage of pandemic restrictions last year to draw more people into forced labor and sex trafficking, including children who spent their days online under government-imposed stay-at-home orders, according to a new State Department report.","['Coronavirus (2019-nCoV)', 'Human Trafficking', 'Forced Labor', 'Prostitution', 'Child Abuse and Neglect', 'Computers and the Internet', 'United States Politics and Government', 'Sex Crimes', 'Uighurs (Chinese Ethnic Group)']",554
2021-07-01,Briefing,"Trump Organization, Voting Rights, Cloud Gaming: Your Thursday Evening Briefing",Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,['Voter Fraud (Election Fraud)'],1288
2021-07-01,Opinion,How Dangerous Is the Delta Variant?,"Having spread to at least 85 countries, the Delta variant is now fueling outbreaks around the world and prompting new lockdowns.",This article is part of the Debatable newsletter. You can sign up here to receive it on Tuesdays and Thursdays.,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings']",1615
